0.066452846	-0.08070707	-0.080051854	-0.06695852	0.051694594	-0.075378	0.018847257	-0.099961184	-0.03504233	0.030289441	0.010875028	-0.047190137	-0.00395963	-0.060622007	0.041852713	0.084252864
0.0046760654	-0.05372568	-0.009757257	-0.021501543	0.06869401	0.052689876	0.08564104	-0.019158969	-0.02869633	-0.0085265385	-0.035851132	-0.04800038	0.015186066	-0.048970085	0.031597577	-0.014771116
0.010086199	0.021586815	0.09369549	0.074311465	0.06840038	0.057308055	0.119503416	0.083759286	0.0525756	-0.091798514	-0.06559639	0.03821725	-0.026974972	0.02978833	0.074930705	-0.0434301
0.07192679	-0.0047143083	-0.0005227163	-0.06777025	0.06707557	-0.025760785	0.04613142	0.014457979	-0.05821976	-0.020608181	0.052264187	-0.035199605	-0.07379209	-0.056047495	0.033672865	-0.017358799
0.15989326	-0.16787219	-0.07741941	-0.10639809	0.043548945	-0.11699569	-0.02845745	-0.075769655	-0.10417439	0.13981865	0.054988734	-0.09027137	0.08448028	-0.09172409	-0.00092698325	0.11783002
-0.0021010428	0.023883931	0.10546121	0.063007444	0.23139499	0.11649818	0.07699233	0.10609116	0.035043042	-0.040024098	-0.0665924	0.055428952	-0.10966647	0.03005125	0.16658902	-0.029900216
0.046389017	-0.05505948	-0.0008117787	-0.06150257	0.04691081	0.013982747	0.11145843	0.040606443	0.012507491	0.024047187	-0.02737882	0.041690454	-0.056360655	0.038094096	0.058070447	0.021812184
0.061827343	-0.051820826	0.023503967	-0.07371335	0.09592825	-0.04062152	0.084148206	0.021629767	-0.020620791	0.08971655	0.057577852	-0.011801714	-0.0042833346	-0.058129143	0.055801336	-0.009699404
0.08404863	-0.064827085	-0.058030415	-0.09573697	0.13897385	-0.015428405	0.057494484	-0.041699175	-0.02332111	0.08214291	0.00039939786	-0.06602133	0.0806722	-0.071149856	0.056284998	0.06867796
-0.045399193	0.0095175505	0.1120879	0.023273109	0.1434457	0.012795889	0.15349759	0.06335604	-0.002904047	-0.026846938	-0.104533434	0.08468974	-0.076304376	0.02917861	0.18880086	-0.021849213
0.079658486	-0.016963653	-0.012855108	-0.030269198	0.18288024	-0.037414562	0.033536714	0.007019079	-0.020058444	0.033207342	-0.051585797	-0.010336934	-0.032947548	0.022426963	0.12886065	-0.018912036
0.030418282	-0.08832498	-0.022271056	-0.016724095	-0.047548704	-0.07520429	-0.0066733086	-0.08138601	-0.08959941	0.017485777	0.040647812	-0.08180421	0.0489603	-0.106115386	-0.06910926	0.001555776
-0.027686067	-0.012482272	0.040405862	0.04517166	0.022030221	0.034232214	0.14397019	0.068027444	0.044953354	-0.017021393	-0.10072483	0.0064341556	-0.032882743	0.04054452	0.044129208	-0.072724074
-0.0027998	-0.09400039	0.049706474	0.01087571	0.1007426	-0.035278425	0.0433139	-0.021354925	-0.044175237	0.008167441	0.0017426107	0.013042396	-0.07472233	-0.028465971	0.1447489	-0.011985982
0.114784345	-0.078348756	-0.04544025	-0.09375084	-0.09460996	-0.1064886	-0.11724559	-0.07183484	-0.13056794	0.124829195	0.08868075	-0.09626245	0.1298912	-0.12687713	-0.10317238	0.07835491
-0.051028643	0.0335607	0.06749744	0.049808264	0.079949945	0.10695261	0.14955771	0.026795793	0.06303825	-0.071318805	-0.06699404	0.040788617	-0.07282825	0.034618523	0.14525276	-0.04744344
0.031957608	0.03497675	0.00067475834	0.043905128	0.1418809	-0.002740552	0.070883915	-0.00045522072	-0.019316848	0.013305049	-0.05333782	0.026570862	-0.0697963	0.040988296	0.14227112	-0.007390156
